Date,Station,Taxon,Abundance (cells/L),Taxon
9/16/2019,T4-2,Chaetoceros affinis,0,Chaetoceros spp.
9/16/2019,T4-2,Chaetoceros convolutus,0,Chaetoceros spp.
9/16/2019,T4-2,Chaetoceros contortus,0,Chaetoceros spp.
9/16/2019,T4-2,Chaetoceros danicus,0,Chaetoceros spp.
9/16/2019,T4-2,Chaetoceros debilis,0,Chaetoceros spp.
9/16/2019,T4-2,Chaetoceros decipiens,0,Chaetoceros spp.
9/16/2019,T4-2,Chaetoceros didymus,0,Chaetoceros spp.
9/16/2019,T4-2,Chaetoceros laciniosus,0,Chaetoceros spp.
9/16/2019,T4-2,Chaetoceros lorenzianus,0,Chaetoceros spp.
9/16/2019,T4-2,Chaetoceros radicans,0,Chaetoceros spp.
9/16/2019,T4-2,Chaetoceros rostratus,0,Chaetoceros spp.
9/16/2019,T4-2,Chaetoceros socialis,0,Chaetoceros spp.
9/16/2019,T4-2,Chaetoceros similis,0,Chaetoceros spp.
9/16/2019,T4-2,Chaetoceros subtilis,0,Chaetoceros spp.
9/16/2019,T4-2,Chaetoceros teres,0,Chaetoceros spp.
9/16/2019,T4-2,Chaetoceros vanheurckii,0,Chaetoceros spp.
9/16/2019,T4-2,Coscinodiscus spp.,10.72,Coscinodiscus spp.
9/16/2019,T4-2,Corethron sp.,0,Corethron sp.
9/16/2019,T4-2,Cylindrotheca closterium,0,Cylindrotheca closterium
9/16/2019,T4-2,Dactyliosolen fragilissimus,0,unknown pennate diatom
9/16/2019,T4-2,Dactyliosolen blavyanus,0,unknown pennate diatom
9/16/2019,T4-2,Ditylium brightwellii,0,Ditylium spp.
9/16/2019,T4-2,Detonula pumila,0,Detonula spp.
9/16/2019,T4-2,Eucampia zodiacus,0,Eucampia spp.
9/16/2019,T4-2,Fragilariopsis spp.,42.88,Fragilariopsis spp.
9/16/2019,T4-2,Grammatophora spp.,0,Grammatophora spp.
9/16/2019,T4-2,Guinardia delicatula,0,Guinardia spp.
9/16/2019,T4-2,Guinardia striata,0,Guinardia spp.
9/16/2019,T4-2,Leptocylindrus danicus,0,Leptocylindrus spp.
9/16/2019,T4-2,Leptocylindrus minimum,0,Leptocylindrus spp.
9/16/2019,T4-2,Licmophora spp.,0,Licmophora spp.
9/16/2019,T4-2,Melosira moniliformis,0,Melosira spp.
9/16/2019,T4-2,Navicula spp.,0,Navicula spp.
9/16/2019,T4-2,Nitzschia spp.,0,Nitzschia spp.
9/16/2019,T4-2,Odontella spp.,10.72,Odontella spp.
9/16/2019,T4-2,Paralia sulcata,0,unknown centric diatom (chain forming)
9/16/2019,T4-2,Pinnulia sp.,0,unknown pennate diatom
9/16/2019,T4-2,Planktoniella sp.,0,unknown centric diatom (non-chain forming)
9/16/2019,T4-2,Pleurosigma sp.,0,Pleurosigma spp.
9/16/2019,T4-2,Proboscia alata,0,unknown pennate diatom
9/16/2019,T4-2,Pseudo-nitzschia fraud/aust,0,Pseudo-nitzschia spp.
9/16/2019,T4-2,Pseudo-nitzschia deli/p-deli,0,Pseudo-nitzschia spp.
9/16/2019,T4-2,Pseudo-nitzschia multi/pung,21.44,Pseudo-nitzschia spp.
9/16/2019,T4-2,Rhizosolenia setigera,53.6,Rhizosolenia spp.
9/16/2019,T4-2,Rhizosolenia styliformis,0,Rhizosolenia spp.
9/16/2019,T4-2,Rhizosolenia sp.,0,Rhizosolenia spp.
9/16/2019,T4-2,Skeletonema costatum,0,Skeletonema spp.
9/16/2019,T4-2,Surirella spp.,0,unknown pennate diatom
9/16/2019,T4-2,Stephanopyxis spp.,0,Stephanopyxis spp.
9/16/2019,T4-2,Synedra sp.,0,unknown pennate diatom
9/16/2019,T4-2,Thalassionema nitzschioides,32.16,Thalassionema spp.
9/16/2019,T4-2,Thalassiosira spp.,10.72,Thalassiosira spp.
9/16/2019,T4-2,Thalassiosira nordenskioeldii,0,Thalassiosira spp.
9/16/2019,T4-2,Thalassiosira rotula,0,Thalassiosira spp.
9/16/2019,T4-2,Thalassiothrix longissum,0,unknown pennate diatom
9/16/2019,T4-2,Tropidoneis antarctica var. polypkasta,0,unknown pennate diatom
9/16/2019,T4-2,Pennate diatoms,32.16,unknown pennate diatom
9/16/2019,T4-2,Akashiwa sanguinea,0,unknown dinflagellate
9/16/2019,T4-2,Alexandrium spp.,0,Alexandrium spp.
9/16/2019,T4-2,Ceratium azoricum,0,unknown dinflagellate
9/16/2019,T4-2,Ceratium fusus,0,Ceratium fusus
9/16/2019,T4-2,Ceratium horridum,0,unknown dinflagellate
9/16/2019,T4-2,Ceratium lineatum,0.63,unknown dinflagellate
9/16/2019,T4-2,Ceratium longipes,0,Ceratium longipes
9/16/2019,T4-2,Ceratium pentagum,0,unknown dinflagellate
9/16/2019,T4-2,Ceratium tripos,10.72,unknown dinflagellate
9/16/2019,T4-2,Dinophysis acuminata,10.72,Dinophysis spp.
9/16/2019,T4-2,Dinophysis fortii,0,Dinophysis spp.
9/16/2019,T4-2,Dinophysis norvegica,0,Dinophysis spp.
9/16/2019,T4-2,Dinophysis parva,0,Dinophysis spp.
9/16/2019,T4-2,Diplopeltopsis sp.,0,unknown dinoflagellate
9/16/2019,T4-2,Dissodinium pseudolumula,0,unknown dinoflagellate
9/16/2019,T4-2,Gonyaulax digitale,0,Gonyaulax spp.
9/16/2019,T4-2,Gonyaulax spinifera,21.44,Gonyaulax spp.
9/16/2019,T4-2,Gymnodinium spp.,0,unknown dinoflagellate
9/16/2019,T4-2,Gyrodinium sp.,0,unknown dinoflagellate
9/16/2019,T4-2,Heterocapsa triquetra,0,Heterocapsa triquetra
9/16/2019,T4-2,Noctiluca scintillans,0,Noctiluca scintillans
9/16/2019,T4-2,Phalacroma rotundatum,0,unknown dinoflagellate
9/16/2019,T4-2,Polykrikos schwarzii,0,unknown dinoflagellate
9/16/2019,T4-2,Prorocentrum gracile,0,Prorocentrum spp.
9/16/2019,T4-2,Prorocentrum micans,139.36,Prorocentrum spp.
9/16/2019,T4-2,Prorocentrum minimum,0,Prorocentrum spp.
9/16/2019,T4-2,Proroceratium reticulatum,0,unknown dinoflagellate
9/16/2019,T4-2,Protoperidinium bipes,0,Protoperidinium spp.
9/16/2019,T4-2,Protoperidinium spp.,32.16,Protoperidinium spp.
9/16/2019,T4-2,Pyrophacus horologium,0,unknown dinoflagellate
9/16/2019,T4-2,Scrippsiella trochoidea,0,Scrippsiella spp.
9/16/2019,T4-2,small dino,21.44,unknown dinoflagellate
9/16/2019,T4-2,Torodinium robustum,0,unknown dinoflagellate
9/16/2019,T4-2,Dictyocha speculum,289.44,Dictyocha spp.
9/16/2019,T4-2,Mesodinium rubrum,0,Mesodinium rubrum
9/16/2019,T4-2,naked ciliates,0,naked ciliates
9/16/2019,T4-2,tintinnids,0.63,tintinnids
9/16/2019,T4-2,Euglena,0,Euglena
9/16/2019,T4-4,Achnanthes spp.,0,unknown pennate diatom
9/16/2019,T4-4,Actinoptychus senarius,21.44,unknown centric diatom (non-chain forming)
9/16/2019,T4-4,Actinocyclus octonarius,0,unknown centric diatom (non-chain forming)
9/16/2019,T4-4,Asterionellopsis glacialis,0,Asterionellopsis spp.
9/16/2019,T4-4,Asterionellopsis socialis,0,Asterionellopsis spp.
9/16/2019,T4-4,Asteromphalus heptactis,0,unknown centric diatom (non-chain forming)
9/16/2019,T4-4,Bacteriastrum spp.,64.32,Bacteriastrum spp.
9/16/2019,T4-4,Bacillaria paxilli,0,Bacillaria spp.
9/16/2019,T4-4,Cerataulina pelagica,0,Cerataulina spp.
9/16/2019,T4-4,Chaetoceros spp.,0,Chaetoceros spp.
9/16/2019,T4-4,Chaetoceros affinis,0,Chaetoceros spp.
9/16/2019,T4-4,Chaetoceros convolutus,0,Chaetoceros spp.
9/16/2019,T4-4,Chaetoceros contortus,0,Chaetoceros spp.
9/16/2019,T4-4,Chaetoceros danicus,0,Chaetoceros spp.
9/16/2019,T4-4,Chaetoceros debilis,0,Chaetoceros spp.
9/16/2019,T4-4,Chaetoceros decipiens,0,Chaetoceros spp.
9/16/2019,T4-4,Chaetoceros didymus,0,Chaetoceros spp.
9/16/2019,T4-4,Chaetoceros laciniosus,0,Chaetoceros spp.
9/16/2019,T4-4,Chaetoceros lorenzianus,5,Chaetoceros spp.
9/16/2019,T4-4,Chaetoceros radicans,0,Chaetoceros spp.
9/16/2019,T4-4,Chaetoceros rostratus,0,Chaetoceros spp.
9/16/2019,T4-4,Chaetoceros socialis,0,Chaetoceros spp.
9/16/2019,T4-4,Chaetoceros similis,0,Chaetoceros spp.
9/16/2019,T4-4,Chaetoceros subtilis,0,Chaetoceros spp.
9/16/2019,T4-4,Chaetoceros teres,0,Chaetoceros spp.
9/16/2019,T4-4,Chaetoceros vanheurckii,0,Chaetoceros spp.
9/16/2019,T4-4,Coscinodiscus spp.,53.6,Coscinodiscus spp.
9/16/2019,T4-4,Corethron sp.,0,Corethron sp.
9/16/2019,T4-4,Cylindrotheca closterium,0,Cylindrotheca closterium
9/16/2019,T4-4,Dactyliosolen fragilissimus,0,unknown pennate diatom
9/16/2019,T4-4,Dactyliosolen blavyanus,0,unknown pennate diatom
9/16/2019,T4-4,Ditylium brightwellii,0,Ditylium spp.
9/16/2019,T4-4,Detonula pumila,0,Detonula spp.
9/16/2019,T4-4,Eucampia zodiacus,0,Eucampia spp.
9/16/2019,T4-4,Fragilariopsis spp.,0,Fragilariopsis spp.
9/16/2019,T4-4,Grammatophora spp.,0,Grammatophora spp.
9/16/2019,T4-4,Guinardia delicatula,0,Guinardia spp.
9/16/2019,T4-4,Guinardia striata,0,Guinardia spp.
9/16/2019,T4-4,Leptocylindrus danicus,1.88,Leptocylindrus spp.
9/16/2019,T4-4,Leptocylindrus minimum,0,Leptocylindrus spp.
9/16/2019,T4-4,Licmophora spp.,0,Licmophora spp.
9/16/2019,T4-4,Melosira moniliformis,0,Melosira spp.
9/16/2019,T4-4,Navicula spp.,0,Navicula spp.
9/16/2019,T4-4,Nitzschia spp.,0,Nitzschia spp.
9/16/2019,T4-4,Odontella spp.,64.32,Odontella spp.
9/16/2019,T4-4,Paralia sulcata,0,unknown centric diatom (chain forming)
9/16/2019,T4-4,Pinnulia sp.,0,unknown pennate diatom
9/16/2019,T4-4,Planktoniella sp.,0,unknown centric diatom (non-chain forming)
9/16/2019,T4-4,Pleurosigma sp.,0,Pleurosigma spp.
9/16/2019,T4-4,Proboscia alata,0,unknown pennate diatom
9/16/2019,T4-4,Pseudo-nitzschia fraud/aust,1.25,Pseudo-nitzschia spp.
9/16/2019,T4-4,Pseudo-nitzschia deli/p-deli,0,Pseudo-nitzschia spp.
9/16/2019,T4-4,Pseudo-nitzschia multi/pung,2.5,Pseudo-nitzschia spp.
9/16/2019,T4-4,Rhizosolenia setigera,96.48,Rhizosolenia spp.
9/16/2019,T4-4,Rhizosolenia styliformis,0,Rhizosolenia spp.
9/16/2019,T4-4,Rhizosolenia sp.,0,Rhizosolenia spp.
9/16/2019,T4-4,Skeletonema costatum,0,Skeletonema spp.
9/16/2019,T4-4,Surirella spp.,0,unknown pennate diatom
9/16/2019,T4-4,Stephanopyxis spp.,0,Stephanopyxis spp.
9/16/2019,T4-4,Synedra sp.,0,unknown pennate diatom
9/16/2019,T4-4,Thalassionema nitzschioides,10.72,Thalassionema spp.
9/16/2019,T4-4,Thalassiosira spp.,53.6,Thalassiosira spp.
9/16/2019,T4-4,Thalassiosira nordenskioeldii,0,Thalassiosira spp.
9/16/2019,T4-4,Thalassiosira rotula,0,Thalassiosira spp.
9/16/2019,T4-4,Thalassiothrix longissum,0,unknown pennate diatom
9/16/2019,T4-4,Tropidoneis antarctica var. polypkasta,0.63,unknown pennate diatom
9/16/2019,T4-4,Pennate diatoms,0,unknown pennate diatom
9/16/2019,T4-4,Akashiwa sanguinea,0,unknown dinflagellate
9/16/2019,T4-4,Alexandrium spp.,4.38,Alexandrium spp.
9/16/2019,T4-4,Ceratium azoricum,0,unknown dinflagellate
9/16/2019,T4-4,Ceratium fusus,0,Ceratium fusus
9/16/2019,T4-4,Ceratium horridum,0,unknown dinflagellate
9/16/2019,T4-4,Ceratium lineatum,10.72,unknown dinflagellate
9/16/2019,T4-4,Ceratium longipes,0,Ceratium longipes
9/16/2019,T4-4,Ceratium pentagum,0,unknown dinflagellate
9/16/2019,T4-4,Ceratium tripos,10.72,unknown dinflagellate
9/16/2019,T4-4,Dinophysis acuminata,0,Dinophysis spp.
9/16/2019,T4-4,Dinophysis fortii,0,Dinophysis spp.
9/16/2019,T4-4,Dinophysis norvegica,0,Dinophysis spp.
9/16/2019,T4-4,Dinophysis parva,0,Dinophysis spp.
9/16/2019,T4-4,Diplopeltopsis sp.,0,unknown dinoflagellate
9/16/2019,T4-4,Dissodinium pseudolumula,0,unknown dinoflagellate
9/16/2019,T4-4,Gonyaulax digitale,0,Gonyaulax spp.
9/16/2019,T4-4,Gonyaulax spinifera,32.16,Gonyaulax spp.
9/16/2019,T4-4,Gymnodinium spp.,21.44,unknown dinoflagellate
9/16/2019,T4-4,Gyrodinium sp.,0,unknown dinoflagellate
9/16/2019,T4-4,Heterocapsa triquetra,0,Heterocapsa triquetra
9/16/2019,T4-4,Noctiluca scintillans,0,Noctiluca scintillans
9/16/2019,T4-4,Phalacroma rotundatum,0,unknown dinoflagellate
9/16/2019,T4-4,Polykrikos schwarzii,0,unknown dinoflagellate
9/16/2019,T4-4,Prorocentrum gracile,0,Prorocentrum spp.
9/16/2019,T4-4,Prorocentrum micans,150.08,Prorocentrum spp.
9/16/2019,T4-4,Prorocentrum minimum,21.44,Prorocentrum spp.
9/16/2019,T4-4,Proroceratium reticulatum,0,unknown dinoflagellate
9/16/2019,T4-4,Protoperidinium bipes,0,Protoperidinium spp.
9/16/2019,T4-4,Protoperidinium spp.,32.16,Protoperidinium spp.
9/16/2019,T4-4,Pyrophacus horologium,0,unknown dinoflagellate
9/16/2019,T4-4,Scrippsiella trochoidea,0,Scrippsiella spp.
9/16/2019,T4-4,small dino,21.44,unknown dinoflagellate
9/16/2019,T4-4,Torodinium robustum,0,unknown dinoflagellate
9/16/2019,T4-4,Dictyocha speculum,514.56,Dictyocha spp.
9/16/2019,T4-4,Mesodinium rubrum,0,Mesodinium rubrum
9/16/2019,T4-4,naked ciliates,10.72,naked ciliates
9/16/2019,T4-4,tintinnids,10.72,tintinnids
9/16/2019,T4-4,Euglena,0,Euglena
9/16/2019,T4-7,Achnanthes spp.,0,unknown pennate diatom
9/16/2019,T4-7,Actinoptychus senarius,26.8,unknown centric diatom (non-chain forming)
9/16/2019,T4-7,Actinocyclus octonarius,0,unknown centric diatom (non-chain forming)
9/16/2019,T4-7,Asterionellopsis glacialis,0,Asterionellopsis spp.
9/16/2019,T4-7,Asterionellopsis socialis,0,Asterionellopsis spp.
9/16/2019,T4-7,Asteromphalus heptactis,0,unknown centric diatom (non-chain forming)
9/16/2019,T4-7,Bacteriastrum spp.,0,Bacteriastrum spp.
9/16/2019,T4-7,Bacillaria paxilli,0,Bacillaria spp.
9/16/2019,T4-7,Cerataulina pelagica,0,Cerataulina spp.
9/16/2019,T4-7,Chaetoceros spp.,53.6,Chaetoceros spp.
9/16/2019,T4-7,Chaetoceros affinis,0,Chaetoceros spp.
9/16/2019,T4-7,Chaetoceros convolutus,0,Chaetoceros spp.
9/16/2019,T4-7,Chaetoceros contortus,0,Chaetoceros spp.
9/16/2019,T4-7,Chaetoceros danicus,0,Chaetoceros spp.
9/16/2019,T4-7,Chaetoceros debilis,0,Chaetoceros spp.
9/16/2019,T4-7,Chaetoceros decipiens,0,Chaetoceros spp.
9/16/2019,T4-7,Chaetoceros didymus,0,Chaetoceros spp.
9/16/2019,T4-7,Chaetoceros laciniosus,0,Chaetoceros spp.
9/16/2019,T4-7,Chaetoceros lorenzianus,0,Chaetoceros spp.
9/16/2019,T4-7,Chaetoceros radicans,0,Chaetoceros spp.
9/16/2019,T4-7,Chaetoceros rostratus,0,Chaetoceros spp.
9/16/2019,T4-7,Chaetoceros socialis,0,Chaetoceros spp.
9/16/2019,T4-7,Chaetoceros similis,0,Chaetoceros spp.
9/16/2019,T4-7,Chaetoceros subtilis,0,Chaetoceros spp.
9/16/2019,T4-7,Chaetoceros teres,0,Chaetoceros spp.
9/16/2019,T4-7,Chaetoceros vanheurckii,0,Chaetoceros spp.
9/16/2019,T4-7,Coscinodiscus spp.,93.8,Coscinodiscus spp.
9/16/2019,T4-7,Corethron sp.,0,Corethron sp.
9/16/2019,T4-7,Cylindrotheca closterium,13.4,Cylindrotheca closterium
9/16/2019,T4-7,Dactyliosolen fragilissimus,0,unknown pennate diatom
9/16/2019,T4-7,Dactyliosolen blavyanus,0,unknown pennate diatom
9/16/2019,T4-7,Ditylium brightwellii,0,Ditylium spp.
9/16/2019,T4-7,Detonula pumila,0,Detonula spp.
9/16/2019,T4-7,Eucampia zodiacus,0,Eucampia spp.
9/16/2019,T4-7,Fragilariopsis spp.,0,Fragilariopsis spp.
9/16/2019,T4-7,Grammatophora spp.,0,Grammatophora spp.
9/16/2019,T4-7,Guinardia delicatula,0,Guinardia spp.
9/16/2019,T4-7,Guinardia striata,0,Guinardia spp.
9/16/2019,T4-7,Leptocylindrus danicus,40.2,Leptocylindrus spp.
9/16/2019,T4-7,Leptocylindrus minimum,0,Leptocylindrus spp.
9/16/2019,T4-7,Licmophora spp.,0,Licmophora spp.
9/16/2019,T4-7,Melosira moniliformis,0,Melosira spp.
9/16/2019,T4-7,Navicula spp.,0,Navicula spp.
9/16/2019,T4-7,Nitzschia spp.,0,Nitzschia spp.
9/16/2019,T4-7,Odontella spp.,321.6,Odontella spp.
9/16/2019,T4-7,Paralia sulcata,0,unknown centric diatom (chain forming)
9/16/2019,T4-7,Pinnulia sp.,0,unknown pennate diatom
9/16/2019,T4-7,Planktoniella sp.,0,unknown centric diatom (non-chain forming)
9/16/2019,T4-7,Pleurosigma sp.,0,Pleurosigma spp.
9/16/2019,T4-7,Proboscia alata,0,unknown pennate diatom
9/16/2019,T4-7,Pseudo-nitzschia fraud/aust,361.8,Pseudo-nitzschia spp.
9/16/2019,T4-7,Pseudo-nitzschia deli/p-deli,0,Pseudo-nitzschia spp.
9/16/2019,T4-7,Pseudo-nitzschia multi/pung,348.4,Pseudo-nitzschia spp.
9/16/2019,T4-7,Rhizosolenia setigera,147.4,Rhizosolenia spp.
9/16/2019,T4-7,Rhizosolenia styliformis,0,Rhizosolenia spp.
9/16/2019,T4-7,Rhizosolenia sp.,0,Rhizosolenia spp.
9/16/2019,T4-7,Skeletonema costatum,0,Skeletonema spp.
9/16/2019,T4-7,Surirella spp.,0,unknown pennate diatom
9/16/2019,T4-7,Stephanopyxis spp.,0,Stephanopyxis spp.
9/16/2019,T4-7,Synedra sp.,0,unknown pennate diatom
9/16/2019,T4-7,Thalassionema nitzschioides,120.6,Thalassionema spp.
9/16/2019,T4-7,Thalassiosira spp.,67,Thalassiosira spp.
9/16/2019,T4-7,Thalassiosira nordenskioeldii,0,Thalassiosira spp.
9/16/2019,T4-7,Thalassiosira rotula,0,Thalassiosira spp.
9/16/2019,T4-7,Thalassiothrix longissum,0.63,unknown pennate diatom
9/16/2019,T4-7,Tropidoneis antarctica var. polypkasta,0,unknown pennate diatom
9/16/2019,T4-7,Pennate diatoms,0,unknown pennate diatom
9/16/2019,T4-7,Akashiwa sanguinea,0,unknown dinflagellate
9/16/2019,T4-7,Alexandrium spp.,1.88,Alexandrium spp.
9/16/2019,T4-7,Ceratium azoricum,0,unknown dinflagellate
9/16/2019,T4-7,Ceratium fusus,0,Ceratium fusus
9/16/2019,T4-7,Ceratium horridum,0,unknown dinflagellate
9/16/2019,T4-7,Ceratium lineatum,13.4,unknown dinflagellate
9/16/2019,T4-7,Ceratium longipes,0.63,Ceratium longipes
9/16/2019,T4-7,Ceratium pentagum,0,unknown dinflagellate
9/16/2019,T4-7,Ceratium tripos,26.8,unknown dinflagellate
9/16/2019,T4-7,Dinophysis acuminata,13.4,Dinophysis spp.
9/16/2019,T4-7,Dinophysis fortii,0,Dinophysis spp.
9/16/2019,T4-7,Dinophysis norvegica,0,Dinophysis spp.
9/16/2019,T4-7,Dinophysis parva,0,Dinophysis spp.
9/16/2019,T4-7,Diplopeltopsis sp.,0,unknown dinoflagellate
9/16/2019,T4-7,Dissodinium pseudolumula,0,unknown dinoflagellate
9/16/2019,T4-7,Gonyaulax digitale,0,Gonyaulax spp.
9/16/2019,T4-7,Gonyaulax spinifera,0,Gonyaulax spp.
9/16/2019,T4-7,Gymnodinium spp.,0,unknown dinoflagellate
9/16/2019,T4-7,Gyrodinium sp.,0,unknown dinoflagellate
9/16/2019,T4-7,Heterocapsa triquetra,0,Heterocapsa triquetra
9/16/2019,T4-7,Noctiluca scintillans,0,Noctiluca scintillans
9/16/2019,T4-7,Phalacroma rotundatum,0,unknown dinoflagellate
9/16/2019,T4-7,Polykrikos schwarzii,0,unknown dinoflagellate
9/16/2019,T4-7,Prorocentrum gracile,13.4,Prorocentrum spp.
9/16/2019,T4-7,Prorocentrum micans,80.4,Prorocentrum spp.
9/16/2019,T4-7,Prorocentrum minimum,13.4,Prorocentrum spp.
9/16/2019,T4-7,Proroceratium reticulatum,0,unknown dinoflagellate
9/16/2019,T4-7,Protoperidinium bipes,0,Protoperidinium spp.
9/16/2019,T4-7,Protoperidinium spp.,26.8,Protoperidinium spp.
9/16/2019,T4-7,Pyrophacus horologium,0,unknown dinoflagellate
9/16/2019,T4-7,Scrippsiella trochoidea,0,Scrippsiella spp.
9/16/2019,T4-7,small dino,40.2,unknown dinoflagellate
9/16/2019,T4-7,Torodinium robustum,0,unknown dinoflagellate
9/16/2019,T4-7,Dictyocha speculum,241.2,Dictyocha spp.
9/16/2019,T4-7,Mesodinium rubrum,0,Mesodinium rubrum
9/16/2019,T4-7,naked ciliates,0,naked ciliates
9/16/2019,T4-7,tintinnids,13.4,tintinnids
9/16/2019,T4-7,Euglena,0,Euglena
9/16/2019,T3-13,Achnanthes spp.,0,unknown pennate diatom
9/16/2019,T3-13,Actinoptychus senarius,32.16,unknown centric diatom (non-chain forming)
9/16/2019,T3-13,Actinocyclus octonarius,0,unknown centric diatom (non-chain forming)
9/16/2019,T3-13,Asterionellopsis glacialis,0,Asterionellopsis spp.
9/16/2019,T3-13,Asterionellopsis socialis,0,Asterionellopsis spp.
9/16/2019,T3-13,Asteromphalus heptactis,0,unknown centric diatom (non-chain forming)
9/16/2019,T3-13,Bacteriastrum spp.,0,Bacteriastrum spp.
9/16/2019,T3-13,Bacillaria paxilli,0,Bacillaria spp.
9/16/2019,T3-13,Cerataulina pelagica,0,Cerataulina spp.
9/16/2019,T3-13,Chaetoceros spp.,42.88,Chaetoceros spp.
9/16/2019,T3-13,Chaetoceros affinis,0,Chaetoceros spp.
9/16/2019,T3-13,Chaetoceros convolutus,0,Chaetoceros spp.
9/16/2019,T3-13,Chaetoceros contortus,0,Chaetoceros spp.
9/16/2019,T3-13,Chaetoceros danicus,0,Chaetoceros spp.
9/16/2019,T3-13,Chaetoceros debilis,0,Chaetoceros spp.
9/16/2019,T3-13,Chaetoceros decipiens,0,Chaetoceros spp.
9/16/2019,T3-13,Chaetoceros didymus,0,Chaetoceros spp.
9/16/2019,T3-13,Chaetoceros laciniosus,0,Chaetoceros spp.
9/16/2019,T3-13,Chaetoceros lorenzianus,0,Chaetoceros spp.
9/16/2019,T3-13,Chaetoceros radicans,0,Chaetoceros spp.
9/16/2019,T3-13,Chaetoceros rostratus,0,Chaetoceros spp.
9/16/2019,T3-13,Chaetoceros socialis,0,Chaetoceros spp.
9/16/2019,T3-13,Chaetoceros similis,0,Chaetoceros spp.
9/16/2019,T3-13,Chaetoceros subtilis,0,Chaetoceros spp.
9/16/2019,T3-13,Chaetoceros teres,0,Chaetoceros spp.
9/16/2019,T3-13,Chaetoceros vanheurckii,0,Chaetoceros spp.
9/16/2019,T3-13,Coscinodiscus spp.,10.72,Coscinodiscus spp.
9/16/2019,T3-13,Corethron sp.,0,Corethron sp.
9/16/2019,T3-13,Cylindrotheca closterium,0,Cylindrotheca closterium
9/16/2019,T3-13,Dactyliosolen fragilissimus,0,unknown pennate diatom
9/16/2019,T3-13,Dactyliosolen blavyanus,0,unknown pennate diatom
9/16/2019,T3-13,Ditylium brightwellii,10.72,Ditylium spp.
9/16/2019,T3-13,Detonula pumila,0,Detonula spp.
9/16/2019,T3-13,Eucampia zodiacus,0,Eucampia spp.
9/16/2019,T3-13,Fragilariopsis spp.,0,Fragilariopsis spp.
9/16/2019,T3-13,Grammatophora spp.,0,Grammatophora spp.
9/16/2019,T3-13,Guinardia delicatula,0,Guinardia spp.
9/16/2019,T3-13,Guinardia striata,0,Guinardia spp.
9/16/2019,T3-13,Leptocylindrus danicus,85.76,Leptocylindrus spp.
9/16/2019,T3-13,Leptocylindrus minimum,0,Leptocylindrus spp.
9/16/2019,T3-13,Licmophora spp.,0,Licmophora spp.
9/16/2019,T3-13,Melosira moniliformis,0,Melosira spp.
9/16/2019,T3-13,Navicula spp.,10.72,Navicula spp.
9/16/2019,T3-13,Nitzschia spp.,0,Nitzschia spp.
9/16/2019,T3-13,Odontella spp.,96.48,Odontella spp.
9/16/2019,T3-13,Paralia sulcata,0,unknown centric diatom (chain forming)
9/16/2019,T3-13,Pinnulia sp.,0,unknown pennate diatom
9/16/2019,T3-13,Planktoniella sp.,0,unknown centric diatom (non-chain forming)
9/16/2019,T3-13,Pleurosigma sp.,0,Pleurosigma spp.
9/16/2019,T3-13,Proboscia alata,10.72,unknown pennate diatom
9/16/2019,T3-13,Pseudo-nitzschia fraud/aust,739.68,Pseudo-nitzschia spp.
9/16/2019,T3-13,Pseudo-nitzschia deli/p-deli,0,Pseudo-nitzschia spp.
9/16/2019,T3-13,Pseudo-nitzschia multi/pung,546.72,Pseudo-nitzschia spp.
9/16/2019,T3-13,Rhizosolenia setigera,150.08,Rhizosolenia spp.
9/16/2019,T3-13,Rhizosolenia styliformis,0,Rhizosolenia spp.
9/16/2019,T3-13,Rhizosolenia sp.,0,Rhizosolenia spp.
9/16/2019,T3-13,Skeletonema costatum,42.88,Skeletonema spp.
9/16/2019,T3-13,Surirella spp.,0,unknown pennate diatom
9/16/2019,T3-13,Stephanopyxis spp.,0,Stephanopyxis spp.
9/16/2019,T3-13,Synedra sp.,32.16,unknown pennate diatom
9/16/2019,T3-13,Thalassionema nitzschioides,10.72,Thalassionema spp.
9/16/2019,T3-13,Thalassiosira spp.,32.16,Thalassiosira spp.
9/16/2019,T3-13,Thalassiosira nordenskioeldii,0,Thalassiosira spp.
9/16/2019,T3-13,Thalassiosira rotula,0,Thalassiosira spp.
9/16/2019,T3-13,Thalassiothrix longissum,0,unknown pennate diatom
9/16/2019,T3-13,Tropidoneis antarctica var. polypkasta,0,unknown pennate diatom
9/16/2019,T3-13,Pennate diatoms,0,unknown pennate diatom
9/16/2019,T3-13,Akashiwa sanguinea,0,unknown dinflagellate
9/16/2019,T3-13,Alexandrium spp.,0,Alexandrium spp.
9/16/2019,T3-13,Ceratium azoricum,0,unknown dinflagellate
9/16/2019,T3-13,Ceratium fusus,0,Ceratium fusus
9/16/2019,T3-13,Ceratium horridum,0,unknown dinflagellate
9/16/2019,T3-13,Ceratium lineatum,10.72,unknown dinflagellate
9/16/2019,T3-13,Ceratium longipes,42.88,Ceratium longipes
9/16/2019,T3-13,Ceratium pentagum,0,unknown dinflagellate
9/16/2019,T3-13,Ceratium tripos,21.44,unknown dinflagellate
9/16/2019,T3-13,Dinophysis acuminata,0,Dinophysis spp.
9/16/2019,T3-13,Dinophysis fortii,0,Dinophysis spp.
9/16/2019,T3-13,Dinophysis norvegica,0,Dinophysis spp.
9/16/2019,T3-13,Dinophysis parva,0,Dinophysis spp.
