FID,Date,Time,POINT_X,POINT_Y,Class,Video_file,Subst_Orig,Subst_Cla,Sub_Subcl,Sub_Grp,Sub_Subgr,CMECS,Modifier,CMECSMod,Co_oc_el1,CMECS_1,Modifier_1,CMECSMod1,Co_oc_el2,CMECS_2,Modifier_2,CMECSMod2,Co_oc_el3,CMECS_3,Modifier_3,CMECSMod3,Co_oc_el4,CMECS_4,Modifier_4,CMECSMod4,Site_ID,Video_file_1,Boulder,Cobble,Pebble,Gravel,Shell,Sand,Mud,Kelp,Macroalgae,Filamentous_microalgae,Coralline_algae,Seagrass,Crab,Sponge,Sea_pen,Anemone,Sea_star,Urchin,Bryozoan,Tunicate,Nudibranch,Polychaete,Octopus,Clam_siphons,FID_1,Date_1,Time_1,POINT_X_1,POINT_Y_1,Class_1,Video_file_12,Subst_Orig_1,Subst_Cla_1,Sub_Subcl_1,Sub_Grp_1,Sub_Subgr_1,CMECS_12,Modifier_12,CMECSMod_1,Co_oc_el1_1,CMECS_12_13,Modifier_12_13,CMECSMod1_1,Co_oc_el2_1,CMECS_23,Modifier_23,CMECSMod2_1,Co_oc_el3_1,CMECS_34,Modifier_34,CMECSMod3_1,Co_oc_el4_1,CMECS_45,Modifier_45,CMECSMod4_1,Site_ID_1,Depth,Otters
376,7/12/2017 0:00,1:50 PM,-151.414405,59.55609701,"mud, shell 10-<50%",KBAY_2017_07_12_GOPRO_178_clip_17.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_178,KBAY_2017_07_12_GOPRO_178_clip_17.mp4,0,0,0,0,30,0,70,0,0,5,0,0,0,0,4,5,0,0,0,0,0,0,0,0,376,7/12/2017 0:00,1:50 PM,-151.414405,59.55609701,"mud, shell 10-<50%",KBAY_2017_07_12_GOPRO_178_clip_17.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_178,-16.76747704,1
377,7/12/2017 0:00,1:58 PM,-151.4187152,59.55545797,"boulder 50-<90%, shell 0-<10%, macroalgae 90-100%",KBAY_2017_07_12_GOPRO_177_clip_18.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder,S1.2.1.1.1,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 90% - 100%,PC11, , , , , , , , ,2017_177,KBAY_2017_07_12_GOPRO_177_clip_18.mp4,100,0,0,0,0,0,0,60,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,7/12/2017 0:00,1:58 PM,-151.4187152,59.55545797,"boulder 50-<90%, shell 0-<10%, macroalgae 90-100%",KBAY_2017_07_12_GOPRO_177_clip_18.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder,S1.2.1.1.1,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 90% - 100%,PC11, , , , , , , , ,2017_177,-4.944737911,1
378,7/12/2017 0:00,2:03 PM,-151.4117953,59.55045931,"mud, shell 0-<10%, macroalgae 10-<50%",KBAY_2017_07_12_GOPRO_180_clip_19.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , ,2017_180,KBAY_2017_07_12_GOPRO_180_clip_19.mp4,0,10,0,0,10,0,80,30,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,378,7/12/2017 0:00,2:03 PM,-151.4117953,59.55045931,"mud, shell 0-<10%, macroalgae 10-<50%",KBAY_2017_07_12_GOPRO_180_clip_19.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , ,2017_180,-8.498726845,1
379,7/12/2017 0:00,2:09 PM,-151.4006795,59.55234737,"mud, shell 0%",KBAY_2017_07_12_GOPRO_179_clip_20.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_179,KBAY_2017_07_12_GOPRO_179_clip_20.mp4,0,0,0,0,5,0,95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,379,7/12/2017 0:00,2:09 PM,-151.4006795,59.55234737,"mud, shell 0%",KBAY_2017_07_12_GOPRO_179_clip_20.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_179,-8.781476021,1
382,7/12/2017 0:00,2:28 PM,-151.3911277,59.56204467,"mud, shell 0-<10%",KBAY_2017_07_12_GOPRO_182_clip_23.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_182,KBAY_2017_07_12_GOPRO_182_clip_23.mp4,0,0,0,0,10,0,90,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,382,7/12/2017 0:00,2:28 PM,-151.3911277,59.56204467,"mud, shell 0-<10%",KBAY_2017_07_12_GOPRO_182_clip_23.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_182,-33.65666199,1
384,7/12/2017 0:00,2:58 PM,-151.4618608,59.53989671,"mud, shell 10-<50%",KBAY_2017_07_12_GOPRO_790_clip_25.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_790,KBAY_2017_07_12_GOPRO_790_clip_25.mp4,0,0,0,0,30,0,70,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,384,7/12/2017 0:00,2:58 PM,-151.4618608,59.53989671,"mud, shell 10-<50%",KBAY_2017_07_12_GOPRO_790_clip_25.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_790,-46.2395401,1
386,7/12/2017 0:00,3:24 PM,-151.4450962,59.53001207,"mud, shell 0-<10%, microalgae 50-<90%",KBAY_2017_07_12_GOPRO_184_clip_27.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Bacterial Mat/Film,2.3.2.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , ,2017_184,KBAY_2017_07_12_GOPRO_184_clip_27.mp4,0,0,0,0,30,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,7/12/2017 0:00,3:24 PM,-151.4450962,59.53001207,"mud, shell 0-<10%, microalgae 50-<90%",KBAY_2017_07_12_GOPRO_184_clip_27.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Bacterial Mat/Film,2.3.2.2,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , ,2017_184,-7.448916435,1
387,7/12/2017 0:00,3:38 PM,-151.4643928,59.52161752,"mud, shell 0%",KBAY_2017_07_12_GOPRO_115_clip_28.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_115,KBAY_2017_07_12_GOPRO_115_clip_28.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,7/12/2017 0:00,3:38 PM,-151.4643928,59.52161752,"mud, shell 0%",KBAY_2017_07_12_GOPRO_115_clip_28.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_115,-58.58106232,1
388,7/12/2017 0:00,3:46 PM,-151.4715555,59.51952553,"mud, shell 0-<10%",KBAY_2017_07_12_GOPRO_114_clip_29.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_114,KBAY_2017_07_12_GOPRO_114_clip_29.mp4,0,0,0,0,30,0,70,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,388,7/12/2017 0:00,3:46 PM,-151.4715555,59.51952553,"mud, shell 0-<10%",KBAY_2017_07_12_GOPRO_114_clip_29.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_114,-40.19374847,1
390,7/13/2017 0:00,8:58 AM,-151.3159219,59.62692655,"mud, shell 0%",KBAY_2017_07_13_GOPRO_136_clip_1.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_136,KBAY_2017_07_13_GOPRO_136_clip_1.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,7/13/2017 0:00,8:58 AM,-151.3159219,59.62692655,"mud, shell 0%",KBAY_2017_07_13_GOPRO_136_clip_1.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_136,-61.66825104,1
391,7/13/2017 0:00,9:11 AM,-151.3104228,59.60971233,"mud, shell 0%",KBAY_2017_07_13_SARTEK_135_clip_2.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_135,KBAY_2017_07_13_SARTEK_135_clip_2.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,7/13/2017 0:00,9:11 AM,-151.3104228,59.60971233,"mud, shell 0%",KBAY_2017_07_13_SARTEK_135_clip_2.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_135,-74.68517303,1
392,7/13/2017 0:00,9:45 AM,-151.2808719,59.59412399,"mud, shell 0%",KBAY_2017_07_13_GOPRO_131_clip_3.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_131,KBAY_2017_07_13_GOPRO_131_clip_3.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,392,7/13/2017 0:00,9:45 AM,-151.2808719,59.59412399,"mud, shell 0%",KBAY_2017_07_13_GOPRO_131_clip_3.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_131,-17.18230057,1
393,7/13/2017 0:00,9:51 AM,-151.2811649,59.59703849,"mud, shell 0%",KBAY_2017_07_13_GOPRO_128_clip_4.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_128,KBAY_2017_07_13_GOPRO_128_clip_4.mp4,0,0,0,0,5,0,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,393,7/13/2017 0:00,9:51 AM,-151.2811649,59.59703849,"mud, shell 0%",KBAY_2017_07_13_GOPRO_128_clip_4.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_128,-76.08984375,1
394,7/13/2017 0:00,10:03 AM,-151.2774016,59.59532341,"boulder 50-<90%, shell 0-<10%, macroalgae 90-100%",KBAY_2017_07_13_GOPRO_192_clip_5.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder,S1.2.1.1.1,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 90% - 100%,PC11, , , , , , , , ,2017_192,KBAY_2017_07_13_GOPRO_192_clip_5.mp4,100,0,0,0,0,0,0,60,5,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,394,7/13/2017 0:00,10:03 AM,-151.2774016,59.59532341,"boulder 50-<90%, shell 0-<10%, macroalgae 90-100%",KBAY_2017_07_13_GOPRO_192_clip_5.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder,S1.2.1.1.1,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 90% - 100%,PC11, , , , , , , , ,2017_192,-6.341258526,1
400,7/13/2017 0:00,11:55 AM,-151.2074911,59.60203853,"mud, shell 0%",KBAY_2017_07_13_GOPRO_133_clip_11.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_133,KBAY_2017_07_13_GOPRO_133_clip_11.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,400,7/13/2017 0:00,11:55 AM,-151.2074911,59.60203853,"mud, shell 0%",KBAY_2017_07_13_GOPRO_133_clip_11.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_133,-25.84458923,1
401,7/13/2017 0:00,12:15 PM,-151.19988,59.60118356,"mud, shell 50-<90%, microalgae 50-<90%",KBAY_2017_07_13_GOPRO_197_clip_12.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Bacterial Mat/Film,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , ,2017_197,KBAY_2017_07_13_GOPRO_197_clip_12.mp4,0,10,0,0,40,0,50,0,0,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,401,7/13/2017 0:00,12:15 PM,-151.19988,59.60118356,"mud, shell 50-<90%, microalgae 50-<90%",KBAY_2017_07_13_GOPRO_197_clip_12.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 50% - <90%,PC07-PC10,Bacterial Mat/Film,2.5.1.2.4,Percent Cover 50% - <90%,PC07-PC10, , , , , , , , ,2017_197,-12.98963261,1
402,7/13/2017 0:00,12:54 PM,-151.1808281,59.59960205,"mud, shell 0%",KBAY_2017_07_13_GOPRO_195_clip_13.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_195,KBAY_2017_07_13_GOPRO_195_clip_13.mp4,0,0,0,0,2,0,98,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,7/13/2017 0:00,12:54 PM,-151.1808281,59.59960205,"mud, shell 0%",KBAY_2017_07_13_GOPRO_195_clip_13.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_195,-42.28048706,1
403,7/13/2017 0:00,1:01 PM,-151.1671704,59.59755737,"mud, shell 0%",KBAY_2017_07_13_GOPRO_196_clip_14.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_196,KBAY_2017_07_13_GOPRO_196_clip_14.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,7/13/2017 0:00,1:01 PM,-151.1671704,59.59755737,"mud, shell 0%",KBAY_2017_07_13_GOPRO_196_clip_14.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_196,-35.55861664,1
404,7/13/2017 0:00,1:11 PM,-151.1731695,59.59678772,"mud, shell 0%",KBAY_2017_07_13_GOPRO_198_clip_15.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_198,KBAY_2017_07_13_GOPRO_198_clip_15.mp4,0,0,0,0,5,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,7/13/2017 0:00,1:11 PM,-151.1731695,59.59678772,"mud, shell 0%",KBAY_2017_07_13_GOPRO_198_clip_15.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_198,-28.48303223,1
405,7/13/2017 0:00,1:30 PM,-151.2049017,59.61735749,"mud, shell 0%",KBAY_2017_07_13_GOPRO_138_clip_16.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_138,KBAY_2017_07_13_GOPRO_138_clip_16.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,7/13/2017 0:00,1:30 PM,-151.2049017,59.61735749,"mud, shell 0%",KBAY_2017_07_13_GOPRO_138_clip_16.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_138,-49.67454529,1
406,7/13/2017 0:00,1:43 PM,-151.2078184,59.6293081,"boulder/cobble/gravel 50-<90%, shell 0-<10%, macroalgae 10-<50%",KBAY_2017_07_13_GOPRO_137_clip_17.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , ,2017_137,KBAY_2017_07_13_GOPRO_137_clip_17.mp4,20,55,10,0,10,5,0,30,15,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,406,7/13/2017 0:00,1:43 PM,-151.2078184,59.6293081,"boulder/cobble/gravel 50-<90%, shell 0-<10%, macroalgae 10-<50%",KBAY_2017_07_13_GOPRO_137_clip_17.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , ,2017_137,-13.26765728,1
407,7/13/2017 0:00,1:54 PM,-151.2056671,59.62979236,"boulder/cobble/gravel 50-<90%, shell 0-<10%, macroalgae 90-100%",KBAY_2017_07_13_GOPRO_199_clip_18.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 90% - 100%,PC11, , , , , , , , ,2017_199,KBAY_2017_07_13_GOPRO_199_clip_18.mp4,100,0,0,0,0,0,0,60,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,407,7/13/2017 0:00,1:54 PM,-151.2056671,59.62979236,"boulder/cobble/gravel 50-<90%, shell 0-<10%, macroalgae 90-100%",KBAY_2017_07_13_GOPRO_199_clip_18.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities/Filamentous Algal Bed,2.5.1.2.4/2.5.1.4,Percent Cover 90% - 100%,PC11, , , , , , , , ,2017_199,-4.69944334,1
408,7/13/2017 0:00,2:10 PM,-151.2104192,59.64594816,"mud, shell 10-<50%",KBAY_2017_07_13_GOPRO_200_clip_19.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_200,KBAY_2017_07_13_GOPRO_200_clip_19.mp4,0,0,0,0,30,0,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,408,7/13/2017 0:00,2:10 PM,-151.2104192,59.64594816,"mud, shell 10-<50%",KBAY_2017_07_13_GOPRO_200_clip_19.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_200,-42.87663651,1
409,7/13/2017 0:00,2:20 PM,-151.2048215,59.64460851,"mud, shell 10-<50%",KBAY_2017_07_13_GOPRO_201_clip_20.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_201,KBAY_2017_07_13_GOPRO_201_clip_20.mp4,0,20,0,0,20,0,60,15,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,409,7/13/2017 0:00,2:20 PM,-151.2048215,59.64460851,"mud, shell 10-<50%",KBAY_2017_07_13_GOPRO_201_clip_20.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 10% - <50%,PC03-PC06, , , , , , , , , , , , ,2017_201,-17.8044014,1
410,7/13/2017 0:00,2:38 PM,-151.2025317,59.64740596,"boulder/cobble/gravel 50-<90%, shell 0-<10%, macroalgae 90-100%",KBAY_2017_07_13_GOPRO_202_clip_21.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 90% - 100%,PC11, , , , , , , , ,2017_202,KBAY_2017_07_13_GOPRO_202_clip_21.mp4,100,0,0,0,0,0,0,90,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,7/13/2017 0:00,2:38 PM,-151.2025317,59.64740596,"boulder/cobble/gravel 50-<90%, shell 0-<10%, macroalgae 90-100%",KBAY_2017_07_13_GOPRO_202_clip_21.mp4,Geologic,Unconsolidated Mineral Substrate,Coarse Unconsolidated Substrate,Gravel,Boulder/Cobble/Pebble,S1.2.1.1.1/S1.2.1.1.2/S1.2.1.1.3,Percent Cover 50% - <90%,PC07-PC10,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02,Mixed Kelp Communities,2.5.1.2.4,Percent Cover 90% - 100%,PC11, , , , , , , , ,2017_202,-5.265173912,1
412,7/13/2017 0:00,3:13 PM,-151.213875,59.66511243,"mud, shell 0-<10%",KBAY_2017_07_13_GOPRO_149_clip_23.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_149,KBAY_2017_07_13_GOPRO_149_clip_23.mp4,0,0,0,0,10,0,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,412,7/13/2017 0:00,3:13 PM,-151.213875,59.66511243,"mud, shell 0-<10%",KBAY_2017_07_13_GOPRO_149_clip_23.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_149,-49.04305267,1
413,7/13/2017 0:00,3:26 PM,-151.268177,59.63715522,"mud, shell 0%",KBAY_2017_07_13_GOPRO_174_clip_24.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_174,KBAY_2017_07_13_GOPRO_174_clip_24.mp4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,7/13/2017 0:00,3:26 PM,-151.268177,59.63715522,"mud, shell 0%",KBAY_2017_07_13_GOPRO_174_clip_24.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Mud, ,S1.2.2.5, , , , , , , , , , , , , , , , , , ,2017_174,-60.87874222,1
415,7/14/2017 0:00,9:27 AM,-151.0515085,59.74770849,"sand, shell 0-<10%",KBAY_2017_07_14_GOPRO_158_clip_1.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_158,KBAY_2017_07_14_GOPRO_158_clip_1.mp4,0,0,0,0,10,90,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,7/14/2017 0:00,9:27 AM,-151.0515085,59.74770849,"sand, shell 0-<10%",KBAY_2017_07_14_GOPRO_158_clip_1.mp4,Geologic,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,Sand, ,S1.2.2.2, , ,Shell Rubble,S.2.5.2,Percent Cover 0% - <10%,PC01-PC02, , , , , , , , , , , , ,2017_158,-5.17008543,1
